student_id,course_id,status
40,54,enrolled
40,62,enrolled
41,218,enrolled
41,215,dropped
41,211,enrolled
41,217,enrolled
42,60,enrolled
42,58,enrolled
42,64,dropped
43,151,enrolled
43,159,enrolled
43,156,enrolled
45,189,dropped
45,197,dropped
45,196,dropped
45,194,enrolled
45,193,enrolled
46,41,enrolled
46,31,enrolled
46,37,enrolled
46,35,enrolled
47,281,enrolled
47,278,enrolled
47,275,enrolled
47,276,enrolled
47,279,enrolled
47,277,enrolled
48,15,enrolled
48,9,enrolled
48,7,enrolled
50,40,enrolled
50,35,enrolled
50,34,enrolled
50,45,enrolled
51,17,enrolled
51,26,enrolled
51,22,enrolled
52,278,enrolled
52,280,dropped
52,281,enrolled
54,21,enrolled
54,20,enrolled
54,17,enrolled
54,26,enrolled
54,16,enrolled
54,27,enrolled
55,280,enrolled
55,279,enrolled
55,276,dropped
56,154,enrolled
56,149,enrolled
56,157,enrolled
57,119,enrolled
57,117,enrolled
57,124,enrolled
58,278,enrolled
58,276,enrolled
58,280,enrolled
58,277,enrolled
58,282,enrolled
58,274,enrolled
60,307,enrolled
60,311,enrolled
60,306,enrolled
60,309,enrolled
61,288,enrolled
61,286,enrolled
61,291,enrolled
61,283,enrolled
61,290,enrolled
62,187,enrolled
62,184,enrolled
62,185,enrolled
62,183,dropped
62,179,enrolled
63,326,enrolled
63,333,dropped
63,329,enrolled
63,331,enrolled
63,332,enrolled
63,330,dropped
65,186,enrolled
65,179,enrolled
65,185,enrolled
65,180,dropped
66,279,enrolled
66,275,enrolled
66,282,enrolled
66,274,enrolled
67,288,enrolled
67,283,enrolled
67,284,enrolled
67,287,enrolled
67,290,enrolled
67,286,enrolled
68,118,enrolled
68,121,enrolled
68,124,enrolled
68,114,enrolled
68,106,enrolled
68,108,enrolled
69,182,enrolled
69,186,dropped
69,181,dropped
69,179,enrolled
70,206,enrolled
70,208,enrolled
70,201,enrolled
70,203,dropped
71,296,enrolled
71,300,enrolled
71,295,enrolled
72,89,enrolled
72,87,dropped
72,78,dropped
72,77,enrolled
72,79,enrolled
73,251,enrolled
73,249,enrolled
73,245,enrolled
74,262,enrolled
74,265,enrolled
74,264,dropped
75,112,enrolled
75,121,dropped
75,113,enrolled
75,109,enrolled
75,106,enrolled
76,59,enrolled
76,56,enrolled
76,63,enrolled
76,57,enrolled
76,60,enrolled
76,65,enrolled
77,284,dropped
77,287,enrolled
77,290,dropped
77,288,enrolled
77,283,enrolled
78,213,enrolled
78,214,enrolled
78,220,dropped
78,210,enrolled
78,216,enrolled
79,187,enrolled
79,186,enrolled
79,183,dropped
79,182,enrolled
79,180,enrolled
79,184,enrolled
80,205,dropped
80,203,enrolled
80,201,enrolled
80,209,enrolled
81,228,enrolled
81,231,enrolled
81,223,enrolled
81,227,enrolled
82,246,enrolled
82,244,enrolled
82,248,enrolled
82,250,enrolled
83,7,enrolled
83,14,enrolled
83,2,enrolled
83,11,enrolled
83,1,enrolled
84,278,enrolled
84,279,dropped
84,276,enrolled
85,60,enrolled
85,61,enrolled
85,59,enrolled
85,55,enrolled
86,262,enrolled
86,263,dropped
86,265,enrolled
86,261,enrolled
87,66,dropped
87,73,enrolled
87,68,dropped
87,71,enrolled
87,74,enrolled
88,236,enrolled
88,237,dropped
88,234,enrolled
89,69,dropped
89,68,enrolled
89,75,dropped
90,15,enrolled
90,1,enrolled
90,10,enrolled
91,298,enrolled
91,295,enrolled
91,292,enrolled
91,294,enrolled
92,57,enrolled
92,60,enrolled
92,54,enrolled
93,282,enrolled
93,278,enrolled
93,276,enrolled
93,274,enrolled
93,280,enrolled
94,111,enrolled
94,109,enrolled
94,123,enrolled
95,201,enrolled
95,200,dropped
95,203,dropped
95,207,enrolled
95,206,enrolled
96,1,enrolled
96,0,dropped
96,9,enrolled
96,13,enrolled
96,6,enrolled
97,316,enrolled
97,314,enrolled
97,312,enrolled
97,313,enrolled
97,315,enrolled
98,54,enrolled
98,61,enrolled
98,62,enrolled
98,64,enrolled
98,59,enrolled
99,108,enrolled
99,120,enrolled
99,107,enrolled
100,242,enrolled
100,239,enrolled
100,237,enrolled
101,155,enrolled
101,158,enrolled
101,153,enrolled
101,157,enrolled
102,288,enrolled
102,283,enrolled
102,285,enrolled
102,289,enrolled
103,55,enrolled
103,57,enrolled
103,61,enrolled
104,14,enrolled
104,1,enrolled
104,7,enrolled
104,0,enrolled
105,154,enrolled
105,159,enrolled
105,152,enrolled
105,157,enrolled
105,158,enrolled
106,238,enrolled
106,240,enrolled
106,236,enrolled
106,234,enrolled
106,241,enrolled
106,242,enrolled
107,289,enrolled
107,288,enrolled
107,283,enrolled
107,291,enrolled
107,287,enrolled
107,284,enrolled
108,167,enrolled
108,173,enrolled
108,178,enrolled
109,316,enrolled
109,315,enrolled
109,313,dropped
110,58,dropped
110,65,enrolled
110,64,enrolled
110,61,enrolled
111,285,dropped
111,283,enrolled
111,286,enrolled
111,289,enrolled
112,262,enrolled
112,264,dropped
112,261,enrolled
112,263,dropped
112,260,enrolled
112,265,dropped
113,82,enrolled
113,81,dropped
113,80,dropped
113,85,enrolled
114,282,enrolled
114,280,enrolled
114,278,dropped
114,274,enrolled
114,277,dropped
115,261,enrolled
115,264,enrolled
115,260,enrolled
116,79,enrolled
116,82,enrolled
116,83,enrolled
117,199,dropped
117,190,enrolled
117,194,enrolled
117,192,enrolled
118,42,enrolled
118,39,enrolled
118,40,enrolled
118,37,enrolled
118,44,enrolled
118,30,enrolled
119,284,dropped
119,288,enrolled
119,283,enrolled
119,287,enrolled
119,291,enrolled
120,155,enrolled
120,149,enrolled
120,153,enrolled
120,152,enrolled
120,154,enrolled
120,151,enrolled
121,57,enrolled
121,60,enrolled
121,63,enrolled
121,65,enrolled
121,59,enrolled
122,265,enrolled
122,260,enrolled
122,262,enrolled
122,261,enrolled
123,57,enrolled
123,63,enrolled
123,55,dropped
124,110,enrolled
124,107,enrolled
124,112,enrolled
124,114,enrolled
125,312,enrolled
125,316,enrolled
125,313,enrolled
125,315,dropped
128,47,enrolled
128,49,enrolled
128,37,enrolled
129,255,enrolled
129,252,enrolled
129,253,enrolled
129,254,dropped
129,258,enrolled
129,257,enrolled
130,295,enrolled
130,298,enrolled
130,300,enrolled
130,294,enrolled
130,299,enrolled
131,296,enrolled
131,292,dropped
131,293,enrolled
133,252,enrolled
133,256,enrolled
133,254,enrolled
133,255,enrolled
133,259,enrolled
134,208,enrolled
134,205,enrolled
134,207,enrolled
134,202,dropped
134,200,enrolled
135,315,enrolled
135,316,enrolled
135,314,enrolled
135,313,enrolled
136,16,enrolled
136,22,enrolled
136,19,dropped
136,26,dropped
136,23,enrolled
137,245,dropped
137,250,enrolled
137,243,enrolled
138,163,enrolled
138,160,enrolled
138,164,enrolled
138,161,enrolled
138,162,enrolled
139,63,enrolled
139,54,enrolled
139,55,enrolled
140,195,enrolled
140,188,enrolled
140,197,enrolled
140,192,enrolled
141,74,dropped
141,72,enrolled
141,76,dropped
141,68,enrolled
141,67,dropped
142,260,enrolled
142,265,enrolled
142,261,enrolled
142,262,enrolled
142,263,enrolled
143,37,enrolled
143,42,enrolled
143,40,enrolled
143,35,enrolled
144,157,dropped
144,151,dropped
144,156,enrolled
144,158,enrolled
145,65,enrolled
145,57,enrolled
145,59,dropped
146,182,dropped
146,187,enrolled
146,184,enrolled
148,288,enrolled
148,290,dropped
148,286,enrolled
148,291,enrolled
149,179,enrolled
149,181,dropped
149,183,enrolled
149,180,enrolled
149,187,enrolled
150,27,enrolled
150,23,enrolled
150,26,enrolled
150,25,enrolled
152,59,enrolled
152,58,enrolled
152,56,enrolled
152,62,enrolled
152,60,enrolled
153,313,enrolled
153,314,enrolled
153,316,dropped
154,261,enrolled
154,265,enrolled
154,262,enrolled
154,260,enrolled
155,157,enrolled
155,150,enrolled
155,149,enrolled
155,154,enrolled
155,152,enrolled
156,295,enrolled
156,296,dropped
156,293,enrolled
156,299,enrolled
156,292,enrolled
157,206,dropped
157,207,enrolled
157,202,enrolled
157,209,enrolled
157,205,enrolled
158,182,enrolled
158,179,enrolled
158,184,enrolled
158,183,enrolled
159,279,enrolled
159,278,enrolled
159,281,enrolled
159,282,enrolled
161,42,dropped
161,30,enrolled
161,48,dropped
161,32,enrolled
162,242,enrolled
162,236,enrolled
162,239,enrolled
162,237,enrolled
162,240,enrolled
163,141,enrolled
163,134,enrolled
163,128,dropped
163,145,enrolled
163,139,enrolled
163,138,enrolled
164,260,enrolled
164,265,enrolled
164,261,enrolled
164,262,enrolled
165,64,enrolled
165,62,enrolled
165,57,enrolled
166,304,enrolled
166,307,enrolled
166,309,enrolled
166,310,enrolled
167,267,enrolled
167,271,dropped
167,269,enrolled
167,273,enrolled
167,268,dropped
168,76,enrolled
168,74,enrolled
168,69,enrolled
168,72,enrolled
168,67,enrolled
168,68,dropped
169,200,enrolled
169,207,enrolled
169,208,enrolled
170,286,enrolled
170,288,enrolled
170,287,enrolled
170,291,enrolled
170,289,dropped
170,283,enrolled
171,60,enrolled
171,58,enrolled
171,62,enrolled
172,329,enrolled
172,332,enrolled
172,331,enrolled
172,330,enrolled
172,326,enrolled
172,333,dropped
173,33,enrolled
173,42,enrolled
173,35,enrolled
173,52,enrolled
173,43,enrolled
173,38,dropped
174,202,enrolled
174,201,enrolled
174,204,enrolled
175,112,enrolled
175,108,enrolled
175,113,enrolled
176,62,enrolled
176,61,enrolled
176,65,enrolled
176,57,enrolled
176,63,enrolled
176,60,enrolled
177,58,enrolled
177,54,enrolled
177,55,enrolled
178,274,enrolled
178,281,enrolled
178,279,enrolled
178,280,enrolled
179,185,enrolled
179,187,enrolled
179,186,enrolled
180,158,enrolled
180,155,enrolled
180,154,enrolled
180,156,enrolled
180,157,enrolled
180,151,enrolled
181,48,enrolled
181,35,dropped
181,53,enrolled
182,286,enrolled
182,283,enrolled
182,291,enrolled
183,188,enrolled
183,198,dropped
183,199,enrolled
184,314,enrolled
184,315,enrolled
184,312,enrolled
184,313,enrolled
185,265,enrolled
185,263,enrolled
185,261,enrolled
185,264,enrolled
185,262,enrolled
186,6,enrolled
186,7,enrolled
186,10,enrolled
186,9,enrolled
186,12,enrolled
186,11,enrolled
187,237,dropped
187,236,enrolled
187,234,enrolled
187,235,enrolled
187,242,enrolled
188,234,enrolled
188,238,enrolled
188,236,enrolled
188,233,enrolled
188,237,enrolled
188,239,enrolled
189,287,enrolled
189,285,enrolled
189,288,enrolled
189,284,enrolled
189,286,enrolled
190,147,enrolled
190,126,enrolled
190,144,enrolled
191,288,dropped
191,290,enrolled
191,284,enrolled
191,287,enrolled
191,285,enrolled
191,289,enrolled
192,291,enrolled
192,284,enrolled
192,283,enrolled
192,286,enrolled
193,4,enrolled
193,15,dropped
193,7,enrolled
193,0,enrolled
193,12,enrolled
193,10,enrolled
194,308,enrolled
194,309,enrolled
194,307,enrolled
194,306,enrolled
194,310,dropped
194,305,enrolled
195,34,enrolled
195,31,enrolled
195,52,enrolled
196,315,enrolled
196,313,enrolled
196,312,enrolled
197,217,enrolled
197,212,enrolled
197,218,enrolled
198,72,enrolled
198,70,enrolled
198,68,enrolled
198,74,enrolled
200,312,enrolled
200,316,enrolled
200,315,dropped
200,314,dropped
200,313,enrolled
201,331,enrolled
201,332,enrolled
201,333,enrolled
201,330,enrolled
202,305,enrolled
202,308,enrolled
202,307,enrolled
202,309,enrolled
202,304,enrolled
202,311,enrolled
203,290,enrolled
203,288,dropped
203,283,enrolled
203,287,enrolled
204,151,enrolled
204,158,dropped
204,159,enrolled
205,311,enrolled
205,306,dropped
205,308,enrolled
205,309,dropped
206,194,dropped
206,193,enrolled
206,188,enrolled
206,190,enrolled
206,192,enrolled
206,199,enrolled
207,83,enrolled
207,85,enrolled
207,81,enrolled
207,84,enrolled
207,87,dropped
207,86,enrolled
208,186,enrolled
208,181,enrolled
208,180,enrolled
209,56,enrolled
209,57,enrolled
209,61,dropped
210,122,enrolled
210,109,enrolled
210,106,enrolled
210,112,enrolled
210,111,enrolled
211,236,dropped
211,233,enrolled
211,242,dropped
212,116,dropped
212,124,enrolled
212,107,enrolled
212,106,enrolled
213,189,enrolled
213,199,enrolled
213,196,enrolled
213,193,enrolled
213,194,enrolled
215,82,enrolled
215,85,enrolled
215,78,enrolled
215,81,enrolled
216,182,enrolled
216,187,enrolled
216,186,enrolled
216,185,enrolled
216,181,enrolled
217,285,enrolled
217,284,enrolled
217,286,enrolled
217,290,dropped
217,287,dropped
218,180,enrolled
218,183,enrolled
218,179,dropped
219,150,enrolled
219,156,enrolled
219,157,enrolled
219,158,enrolled
219,155,enrolled
220,262,enrolled
220,265,enrolled
220,260,enrolled
220,261,enrolled
220,263,enrolled
220,264,dropped
221,67,enrolled
221,72,dropped
221,73,enrolled
221,75,enrolled
221,66,enrolled
222,236,enrolled
222,237,enrolled
222,241,enrolled
222,239,enrolled
222,233,enrolled
222,240,enrolled
223,63,enrolled
223,64,dropped
223,57,enrolled
223,61,enrolled
223,55,enrolled
223,59,dropped
224,55,enrolled
224,64,enrolled
224,60,enrolled
225,313,enrolled
225,316,enrolled
225,315,dropped
225,314,enrolled
226,209,enrolled
226,208,enrolled
226,204,enrolled
227,171,enrolled
227,169,enrolled
227,178,enrolled
227,168,enrolled
227,174,enrolled
227,177,dropped
228,33,dropped
228,32,enrolled
228,50,dropped
228,51,enrolled
229,53,enrolled
229,52,enrolled
229,41,enrolled
229,42,enrolled
229,46,enrolled
229,40,enrolled
230,115,enrolled
230,112,dropped
230,121,dropped
230,106,enrolled
230,119,enrolled
230,118,enrolled
231,262,enrolled
231,261,enrolled
231,263,enrolled
231,260,enrolled
232,125,enrolled
232,123,enrolled
232,114,enrolled
232,116,enrolled
233,48,enrolled
233,53,enrolled
233,34,enrolled
233,38,enrolled
234,73,dropped
234,76,enrolled
234,75,enrolled
234,69,enrolled
234,70,enrolled
235,47,enrolled
235,29,enrolled
235,51,enrolled
235,50,enrolled
236,242,enrolled
236,233,enrolled
236,241,enrolled
238,74,enrolled
238,75,enrolled
238,67,enrolled
238,72,dropped
238,66,dropped
239,61,enrolled
239,64,dropped
239,65,enrolled
239,56,enrolled
239,57,enrolled
239,59,enrolled
240,151,enrolled
240,155,dropped
240,153,dropped
240,159,enrolled
240,156,enrolled
241,151,enrolled
241,152,enrolled
241,157,enrolled
241,149,enrolled
241,158,enrolled
242,183,enrolled
242,179,enrolled
242,187,enrolled
243,186,enrolled
243,180,enrolled
243,187,enrolled
243,185,dropped
243,184,dropped
244,2,enrolled
244,0,enrolled
244,8,dropped
244,9,enrolled
245,264,enrolled
245,262,enrolled
245,260,enrolled
245,261,enrolled
245,263,enrolled
245,265,enrolled
246,313,dropped
246,312,enrolled
246,316,dropped
247,333,enrolled
247,332,enrolled
247,328,enrolled
247,325,enrolled
247,330,enrolled
247,327,enrolled
248,55,enrolled
248,64,dropped
248,58,enrolled
248,63,dropped
248,60,enrolled
249,326,dropped
249,332,enrolled
249,325,enrolled
249,333,enrolled
250,51,enrolled
250,40,enrolled
250,33,enrolled
250,50,enrolled
250,43,enrolled
250,35,enrolled
251,186,enrolled
251,179,enrolled
251,181,enrolled
251,185,enrolled
251,187,enrolled
252,282,enrolled
252,278,enrolled
252,275,enrolled
253,91,enrolled
253,82,enrolled
253,87,enrolled
254,287,enrolled
254,288,enrolled
254,285,enrolled
254,286,dropped
254,290,enrolled
255,314,enrolled
255,316,enrolled
255,312,dropped
255,315,enrolled
255,313,dropped
256,85,enrolled
256,86,dropped
256,79,enrolled
257,41,enrolled
257,37,enrolled
257,53,enrolled
257,40,dropped
257,47,enrolled
257,38,enrolled
258,87,enrolled
258,81,enrolled
258,86,dropped
258,77,enrolled
258,82,enrolled
258,91,enrolled
260,283,enrolled
260,284,dropped
260,290,enrolled
261,121,dropped
261,112,enrolled
261,114,enrolled
261,110,enrolled
261,124,enrolled
263,197,enrolled
263,189,enrolled
263,191,dropped
263,196,enrolled
264,150,enrolled
264,159,enrolled
264,151,enrolled
265,314,enrolled
265,315,enrolled
265,312,enrolled
265,313,enrolled
265,316,enrolled
266,0,enrolled
266,1,enrolled
266,3,enrolled
267,18,enrolled
267,19,enrolled
267,20,enrolled
268,294,enrolled
268,296,enrolled
268,293,dropped
268,295,enrolled
270,74,enrolled
270,72,enrolled
270,76,enrolled
270,73,enrolled
270,71,enrolled
272,59,enrolled
272,54,enrolled
272,64,enrolled
272,56,enrolled
272,61,enrolled
273,153,enrolled
273,157,enrolled
273,149,enrolled
273,155,enrolled
273,158,enrolled
274,156,dropped
274,150,enrolled
274,149,enrolled
274,155,dropped
274,153,enrolled
275,130,enrolled
275,147,enrolled
275,131,enrolled
275,133,enrolled
275,141,enrolled
275,136,enrolled
276,186,dropped
276,180,dropped
276,179,enrolled
277,263,dropped
277,264,enrolled
277,265,enrolled
277,260,enrolled
277,261,enrolled
277,262,enrolled
278,115,enrolled
278,108,enrolled
278,106,enrolled
278,121,enrolled
279,13,enrolled
279,7,enrolled
279,11,dropped
280,108,enrolled
280,119,enrolled
280,112,enrolled
280,120,enrolled
280,123,enrolled
280,111,dropped
281,244,enrolled
281,243,enrolled
281,250,enrolled
281,251,enrolled
281,245,enrolled
281,246,enrolled
282,190,enrolled
282,194,enrolled
282,188,enrolled
282,191,enrolled
282,197,enrolled
282,198,enrolled
283,325,enrolled
283,333,dropped
283,331,enrolled
283,332,dropped
284,59,dropped
284,57,enrolled
284,65,enrolled
285,242,enrolled
285,235,enrolled
285,233,enrolled
285,236,enrolled
285,239,enrolled
286,56,enrolled
286,63,enrolled
286,55,enrolled
286,54,dropped
286,58,enrolled
286,57,dropped
287,57,enrolled
287,55,enrolled
287,63,enrolled
287,56,enrolled
287,54,enrolled
288,185,enrolled
288,182,enrolled
288,186,enrolled
288,183,enrolled
289,323,dropped
289,319,enrolled
289,324,enrolled
289,317,enrolled
289,320,enrolled
289,322,enrolled
290,147,enrolled
290,132,enrolled
290,130,enrolled
290,142,dropped
290,139,enrolled
290,138,enrolled
291,116,enrolled
291,122,enrolled
291,111,enrolled
291,120,dropped
291,114,dropped
291,113,enrolled
292,158,enrolled
292,150,enrolled
292,153,enrolled
293,308,enrolled
293,304,enrolled
293,302,enrolled
293,303,enrolled
294,62,enrolled
294,64,enrolled
294,61,dropped
294,57,enrolled
294,58,enrolled
295,60,enrolled
295,61,enrolled
295,64,dropped
295,59,enrolled
295,55,enrolled
297,309,dropped
297,307,enrolled
297,308,enrolled
297,304,enrolled
298,312,enrolled
298,316,enrolled
298,315,enrolled
298,313,enrolled
298,314,enrolled
299,107,enrolled
299,111,enrolled
299,109,enrolled
299,120,enrolled
300,41,dropped
300,36,enrolled
300,48,enrolled
301,263,enrolled
301,261,enrolled
301,265,enrolled
301,260,enrolled
301,262,enrolled
302,112,enrolled
302,120,enrolled
302,125,enrolled
302,123,enrolled
302,109,enrolled
302,106,dropped
304,19,enrolled
304,27,enrolled
304,28,dropped
304,21,enrolled
304,16,enrolled
306,239,enrolled
306,240,enrolled
306,234,enrolled
306,238,enrolled
306,233,enrolled
306,235,enrolled
307,56,enrolled
307,61,enrolled
307,59,enrolled
307,62,enrolled
307,64,dropped
308,316,enrolled
308,314,enrolled
308,312,enrolled
308,313,enrolled
308,315,enrolled
309,180,enrolled
309,182,enrolled
309,179,enrolled
309,183,enrolled
310,301,enrolled
310,295,enrolled
310,297,enrolled
311,66,enrolled
311,67,enrolled
311,71,enrolled
312,315,enrolled
312,314,dropped
312,316,dropped
313,313,enrolled
313,314,enrolled
313,315,enrolled
314,202,dropped
314,200,enrolled
314,207,dropped
314,206,enrolled
314,208,enrolled
315,247,enrolled
315,250,enrolled
315,248,enrolled
315,251,enrolled
316,310,enrolled
316,307,dropped
316,311,enrolled
316,302,dropped
316,305,dropped
317,290,enrolled
317,289,enrolled
317,286,enrolled
318,323,enrolled
318,319,enrolled
318,320,enrolled
319,61,enrolled
319,60,enrolled
319,62,enrolled
319,58,enrolled
320,298,enrolled
320,300,enrolled
320,294,dropped
320,296,enrolled
321,7,enrolled
321,11,dropped
321,14,enrolled
321,3,enrolled
321,9,enrolled
322,13,dropped
322,14,enrolled
322,2,enrolled
322,3,enrolled
322,7,enrolled
323,54,enrolled
323,59,enrolled
323,63,enrolled
323,62,enrolled
323,61,enrolled
323,55,enrolled
324,159,enrolled
324,158,enrolled
324,154,enrolled
324,149,enrolled
324,153,enrolled
325,33,enrolled
325,51,enrolled
325,43,enrolled
326,320,dropped
326,324,enrolled
326,322,enrolled
326,317,enrolled
327,60,enrolled
327,56,enrolled
327,61,enrolled
327,63,enrolled
328,292,dropped
328,296,enrolled
328,298,enrolled
328,297,enrolled
329,33,enrolled
329,52,enrolled
329,45,enrolled
329,38,enrolled
329,35,enrolled
329,31,enrolled
330,184,enrolled
330,183,dropped
330,186,enrolled
330,185,dropped
330,181,enrolled
331,56,enrolled
331,57,dropped
331,62,enrolled
331,63,enrolled
332,64,enrolled
332,56,enrolled
332,59,enrolled
332,57,enrolled
334,43,enrolled
334,31,enrolled
334,40,enrolled
334,35,enrolled
334,47,dropped
334,36,enrolled
335,276,enrolled
335,274,enrolled
335,275,enrolled
335,281,enrolled
337,311,dropped
337,309,enrolled
337,310,enrolled
339,277,enrolled
339,280,enrolled
339,282,dropped
339,278,enrolled
340,185,enrolled
340,182,enrolled
340,186,enrolled
340,184,enrolled
341,6,enrolled
341,3,enrolled
341,11,enrolled
341,7,enrolled
341,8,enrolled
341,5,enrolled
342,12,enrolled
342,2,enrolled
342,3,enrolled
343,57,enrolled
343,62,enrolled
343,63,enrolled
344,43,enrolled
344,44,enrolled
344,29,dropped
344,45,enrolled
344,36,dropped
344,51,enrolled
345,62,enrolled
345,63,enrolled
345,61,enrolled
345,59,enrolled
345,60,enrolled
345,58,enrolled
346,199,enrolled
346,196,enrolled
346,197,enrolled
347,85,enrolled
347,91,enrolled
347,89,enrolled
347,80,enrolled
347,83,dropped
347,82,dropped
348,13,enrolled
348,1,enrolled
348,6,enrolled
350,192,enrolled
350,196,enrolled
350,193,enrolled
350,198,enrolled
350,191,enrolled
351,239,enrolled
351,241,enrolled
351,240,enrolled
351,242,enrolled
352,275,enrolled
352,276,enrolled
352,279,dropped
352,281,enrolled
352,274,enrolled
353,265,enrolled
353,262,enrolled
353,261,enrolled
353,263,enrolled
353,260,enrolled
354,151,dropped
354,152,enrolled
354,155,enrolled
354,157,enrolled
354,154,dropped
354,159,enrolled
355,64,enrolled
355,54,enrolled
355,57,enrolled
355,59,enrolled
355,61,enrolled
355,62,enrolled
356,187,dropped
356,179,enrolled
356,186,enrolled
356,182,enrolled
357,83,enrolled
357,90,enrolled
357,86,enrolled
357,84,dropped
358,181,enrolled
358,184,enrolled
358,179,enrolled
358,185,enrolled
358,186,enrolled
358,182,enrolled
359,279,enrolled
359,276,enrolled
359,278,enrolled
359,277,enrolled
359,282,enrolled
359,281,enrolled
360,12,dropped
360,7,enrolled
360,5,enrolled
360,4,enrolled
361,110,enrolled
361,113,enrolled
361,122,enrolled
363,71,enrolled
363,67,enrolled
363,70,enrolled
363,66,dropped
363,69,dropped
364,65,enrolled
364,61,enrolled
364,64,dropped
364,63,enrolled
364,55,enrolled
365,91,enrolled
365,82,enrolled
365,90,enrolled
365,83,dropped
365,81,enrolled
366,314,dropped
366,315,enrolled
366,313,enrolled
367,304,enrolled
367,308,enrolled
367,303,dropped
367,307,enrolled
367,309,enrolled
367,311,enrolled
368,313,enrolled
368,316,enrolled
368,315,enrolled
368,312,enrolled
368,314,enrolled
369,262,enrolled
369,263,enrolled
369,265,enrolled
369,261,enrolled
369,264,enrolled
370,279,enrolled
370,278,enrolled
370,282,enrolled
370,274,enrolled
371,56,enrolled
371,62,enrolled
371,60,enrolled
371,58,enrolled
371,54,dropped
372,27,enrolled
372,25,enrolled
372,19,enrolled
372,20,enrolled
372,17,enrolled
372,22,enrolled
373,195,dropped
373,190,enrolled
373,194,enrolled
373,197,enrolled
373,191,enrolled
373,196,enrolled
374,42,dropped
374,46,enrolled
374,48,enrolled
374,47,enrolled
374,29,enrolled
374,41,dropped
375,5,dropped
375,1,enrolled
375,12,enrolled
375,14,dropped
375,10,enrolled
376,277,enrolled
376,276,enrolled
376,279,enrolled
376,280,enrolled
377,107,enrolled
377,115,enrolled
377,119,enrolled
377,117,enrolled
379,261,enrolled
379,265,enrolled
379,264,enrolled
379,260,enrolled
379,262,enrolled
380,309,enrolled
380,305,enrolled
380,307,dropped
380,302,dropped
380,308,enrolled
381,163,enrolled
381,165,enrolled
381,160,dropped
381,162,enrolled
382,176,enrolled
382,178,enrolled
382,177,enrolled
382,171,enrolled
382,167,enrolled
383,284,enrolled
383,285,enrolled
383,283,enrolled
384,133,enrolled
384,139,enrolled
384,134,enrolled
384,137,enrolled
384,147,enrolled
384,136,dropped
385,152,enrolled
385,158,dropped
385,159,enrolled
385,155,dropped
386,153,enrolled
386,150,enrolled
386,155,dropped
